CaselD;Activity;Timestamp;Originator
25713419161795353eb4516056851888;Bayar menggunakan COD;27/10/2021 09:26;Pembeli
25713419161795353eb4516056851888;invisible task 2;27/10/2021 09:26;Pembeli
25713419161795353eb4516056851888;Konfirmasi pembayaran;27/10/2021 09:26;Pembeli
25713419161795353eb4516056851888;Transaksi diproses;27/10/2021 09:27;Penjual
25713419161795353eb4516056851888;Invisible task 4;27/10/2021 09:27;Pembeli
281362489617953c7e21226004729004;Memilih produk;27/10/2021 09:27;Pembeli
281362489617953c7e21226004729004;Masukkan keranjang.;27/10/2021 09:27;Pembeli
281362489617953c7e21226004729004;Beli barang.;27/10/2021 09:27;Pembeli
281362489617953c7e21226004729004;Pilih alamat;27/10/2021 09:28;Pembeli
281362489617953c7e21226004729004;Pilih kurir;27/10/2021 09:28;Pembeli
281362489617953c7e21226004729004;Invisible task;27/10/2021 09:28;Pembeli
281362489617953c7e21226004729004;Pilih pembayaran;27/10/2021 09:28;Pembeli
281362489617953c7e21226004729004;invisible task 1;27/10/2021 09:28;Pembeli
281362489617953c7e21226004729004;Bayar menggunakan Kartu Debit;27/10/2021 09:28;Pembeli
281362489617953c7e21226004729004;invisible task 2;27/10/2021 09:29;Pembeli
281362489617953c7e21226004729004;Konfirmasi pembayaran;27/10/2021 09:29;Pembeli
281362489617953c7e21226004729004;Transaksi diproses;27/10/2021 09:29;Penjual
281362489617953c7e21226004729004;Invisible task 4;27/10/2021 09:29;Pembeli
9,80E+31;Memilih produk;27/10/2021 09:30;Pembeli
9,80E+31;Masukkan keranjang.;27/10/2021 09:30;Pembeli
9,80E+31;Beli barang.;27/10/2021 09:30;Pembeli
9,80E+31;Pilih alamat;27/10/2021 09:30;Pembeli
9,80E+31;Pilih kurir;27/10/2021 09:30;Pembeli
9,80E+31;Invisible task;27/10/2021 09:30;Pembeli
9,80E+31;Pilih pembayaran;27/10/2021 09:30;Pembeli
9,80E+31;invisible task 1;27/10/2021 09:30;Pembeli
9,80E+31;Bayar menggunakan Virtual Account;27/10/2021 09:31;Pembeli
9,80E+31;invisible task 2;27/10/2021 09:31;Pembeli
9,80E+31;Konfirmasi pembayaran;27/10/2021 09:31;Pembeli
9,80E+31;Transaksi diproses;27/10/2021 09:31;Penjual
9,80E+31;Invisible task 4;27/10/2021 09:31;Pembeli
129918534617954bb3b7731037340977;Memilih produk;27/10/2021 09:31;Pembeli
129918534617954bb3b7731037340977;Masukkan keranjang.;27/10/2021 09:32;Pembeli
129918534617954bb3b7731037340977;Beli barang.;27/10/2021 09:32;Pembeli
129918534617954bb3b7731037340977;Pilih alamat;27/10/2021 09:32;Pembeli
129918534617954bb3b7731037340977;Pilih kurir;27/10/2021 09:32;Pembeli
129918534617954bb3b7731037340977;Invisible task;27/10/2021 09:32;Pembeli
129918534617954bb3b7731037340977;Pilih pembayaran;27/10/2021 09:32;Pembeli
129918534617954bb3b7731037340977;Tukar point;27/10/2021 09:32;Pembeli
129918534617954bb3b7731037340977;invisible task 1;27/10/2021 09:32;Pembeli
129918534617954bb3b7731037340977;Bayar menggunakan Ovo;27/10/2021 09:32;Pembeli
129918534617954bb3b7731037340977;invisible task 2;27/10/2021 09:33;Pembeli
129918534617954bb3b7731037340977;Konfirmasi pembayaran;27/10/2021 09:33;Pembeli
129918534617954bb3b7731037340977;Transaksi diproses;27/10/2021 09:33;Penjual
129918534617954bb3b7731037340977;Invisible task 4;27/10/2021 09:33;Pembeli
9341223916179553e0f37c3050868638;Memilih produk;27/10/2021 09:34;Pembeli
9341223916179553e0f37c3050868638;Masukkan keranjang.;27/10/2021 09:34;Pembeli
9341223916179553e0f37c3050868638;Beli barang.;27/10/2021 09:34;Pembeli
9341223916179553e0f37c3050868638;Pilih alamat;27/10/2021 09:34;Pembeli
9341223916179553e0f37c3050868638;Pilih kurir;27/10/2021 09:34;Pembeli
9341223916179553e0f37c3050868638;Invisible task;27/10/2021 09:34;Pembeli
9341223916179553e0f37c3050868638;Pilih pembayaran;27/10/2021 09:34;Pembeli
9341223916179553e0f37c3050868638;Tukar point;27/10/2021 09:34;Pembeli
9341223916179553e0f37c3050868638;invisible task 1;27/10/2021 09:34;Pembeli
9341223916179553e0f37c3050868638;Bayar menggunakan COD;27/10/2021 09:35;Pembeli
9341223916179553e0f37c3050868638;invisible task 2;27/10/2021 09:35;Pembeli
9341223916179553e0f37c3050868638;Konfirmasi pembayaran;27/10/2021 09:35;Pembeli
9341223916179553e0f37c3050868638;Transaksi diproses;27/10/2021 09:35;Penjual
9341223916179553e0f37c3050868638;Invisible task 4;27/10/2021 09:35;Pembeli
818664298617a6a8089d628073444439;Memilih produk;28/10/2021 05:17;Pembeli
818664298617a6a8089d628073444439;Masukkan keranjang.;28/10/2021 05:17;Pembeli
818664298617a6a8089d628073444439;Beli barang.;28/10/2021 05:17;Pembeli
818664298617a6a8089d628073444439;Pilih alamat;28/10/2021 05:17;Pembeli
818664298617a6a8089d628073444439;Pilih kurir;28/10/2021 05:17;Pembeli
818664298617a6a8089d628073444439;Invisible task;28/10/2021 05:17;Pembeli
818664298617a6a8089d628073444439;Pilih pembayaran;28/10/2021 05:17;Pembeli
818664298617a6a8089d628073444439;Tukar point;28/10/2021 05:17;Pembeli
818664298617a6a8089d628073444439;invisible task 1;28/10/2021 05:18;Pembeli
818664298617a6a8089d628073444439;Bayar menggunakan Kartu Debit;28/10/2021 05:18;Pembeli
818664298617a6a8089d628073444439;invisible task 2;28/10/2021 05:18;Pembeli
818664298617a6a8089d628073444439;Konfirmasi pembayaran;28/10/2021 05:18;Pembeli
818664298617a6a8089d628073444439;Transaksi diproses;28/10/2021 05:19;Penjual
818664298617a6a8089d628073444439;Invisible task 4;28/10/2021 05:19;Pembeli
787098123617a6b29d68a15006475150;Memilih produk;28/10/2021 05:19;Pembeli
787098123617a6b29d68a15006475150;Masukkan keranjang.;28/10/2021 05:20;Pembeli
787098123617a6b29d68a15006475150;Beli barang.;28/10/2021 05:20;Pembeli
787098123617a6b29d68a15006475150;Pilih alamat;28/10/2021 05:20;Pembeli
787098123617a6b29d68a15006475150;Pilih kurir;28/10/2021 05:20;Pembeli
787098123617a6b29d68a15006475150;Invisible task;28/10/2021 05:20;Pembeli
787098123617a6b29d68a15006475150;Pilih pembayaran;28/10/2021 05:20;Pembeli
787098123617a6b29d68a15006475150;Tukar point;28/10/2021 05:20;Pembeli
787098123617a6b29d68a15006475150;invisible task 1;28/10/2021 05:20;Pembeli
787098123617a6b29d68a15006475150;Bayar menggunakan Virtual Account;28/10/2021 05:20;Pembeli
787098123617a6b29d68a15006475150;invisible task 2;28/10/2021 05:21;Pembeli
787098123617a6b29d68a15006475150;Konfirmasi pembayaran;28/10/2021 05:21;Pembeli
787098123617a6b29d68a15006475150;Transaksi diproses;28/10/2021 05:21;Penjual
787098123617a6b29d68a15006475150;Invisible task 4;28/10/2021 05:21;Pembeli
517729888617a6bbd9249f5048262891;Memilih produk;28/10/2021 05:22;Pembeli
517729888617a6bbd9249f5048262891;Masukkan keranjang.;28/10/2021 05:22;Pembeli
517729888617a6bbd9249f5048262891;Beli barang.;28/10/2021 05:22;Pembeli
517729888617a6bbd9249f5048262891;Pilih alamat;28/10/2021 05:22;Pembeli
517729888617a6bbd9249f5048262891;Pilih kurir;28/10/2021 05:22;Pembeli
517729888617a6bbd9249f5048262891;Invisible task;28/10/2021 05:22;Pembeli
517729888617a6bbd9249f5048262891;Pilih pembayaran;28/10/2021 05:22;Pembeli
517729888617a6bbd9249f5048262891;Tukar point;28/10/2021 05:22;Pembeli
517729888617a6bbd9249f5048262891;Konfirmasi pembayaran;28/10/2021 05:23;Pembeli
517729888617a6bbd9249f5048262891;Transaksi diproses;28/10/2021 05:23;Penjual
517729888617a6bbd9249f5048262891;Menginput resi;28/10/2021 05:23;Penjual
517729888617a6bbd9249f5048262891;Menerima barang;28/10/2021 05:23;Pembeli
517729888617a6bbd9249f5048262891;Memberi Ulasan;28/10/2021 05:23;Pembeli
517729888617a6bbd9249f5048262891;invisible task 3;28/10/2021 05:23;Pembeli
226485014617a6c54e5fb33068005212;Memilih produk;28/10/2021 05:24;Pembeli
226485014617a6c54e5fb33068005212;Masukkan keranjang.;28/10/2021 05:25;Pembeli
226485014617a6c54e5fb33068005212;Beli barang.;28/10/2021 05:25;Pembeli
226485014617a6c54e5fb33068005212;Pilih alamat;28/10/2021 05:25;Pembeli
226485014617a6c54e5fb33068005212;Pilih kurir;28/10/2021 05:25;Pembeli
226485014617a6c54e5fb33068005212;Invisible task;28/10/2021 05:25;Pembeli
226485014617a6c54e5fb33068005212;Pilih pembayaran;28/10/2021 05:25;Pembeli
226485014617a6c54e5fb33068005212;Tukar point;28/10/2021 05:26;Pembeli
226485014617a6c54e5fb33068005212;Konfirmasi pembayaran;28/10/2021 05:26;Pembeli
226485014617a6c54e5fb33068005212;Transaksi diproses;28/10/2021 05:26;Penjual
226485014617a6c54e5fb33068005212;Menginput resi;28/10/2021 05:26;Penjual
226485014617a6c54e5fb33068005212;Menerima barang;28/10/2021 05:26;Pembeli
226485014617a6c54e5fb33068005212;Ajukan komplain;28/10/2021 05:26;Pembeli
226485014617a6c54e5fb33068005212;Mengajukan pengembalian dana;28/10/2021 05:27;Pembeli
226485014617a6c54e5fb33068005212;Mengisi detail ajuan;28/10/2021 05:27;Pembeli
226485014617a6c54e5fb33068005212;Menerima pengembalian dana;28/10/2021 05:27;Pembeli
226485014617a6c54e5fb33068005212;invisible task 3;28/10/2021 05:27;Pembeli
381716043617a6cd1650861031628108;Memilih produk;28/10/2021 05:28;Pembeli
381716043617a6cd1650861031628108;Masukkan keranjang.;28/10/2021 05:28;Pembeli
381716043617a6cd1650861031628108;Beli barang.;28/10/2021 05:28;Pembeli
381716043617a6cd1650861031628108;Pilih alamat;28/10/2021 05:28;Pembeli
381716043617a6cd1650861031628108;Pilih kurir;28/10/2021 05:28;Pembeli
381716043617a6cd1650861031628108;Invisible task;28/10/2021 05:28;Pembeli
381716043617a6cd1650861031628108;Pilih pembayaran;28/10/2021 05:28;Pembeli
381716043617a6cd1650861031628108;Tukar point;28/10/2021 05:28;Pembeli
381716043617a6cd1650861031628108;Konfirmasi pembayaran;28/10/2021 05:28;Pembeli
381716043617a6cd1650861031628108;Transaksi diproses;28/10/2021 05:29;Penjual
381716043617a6cd1650861031628108;Menginput resi;28/10/2021 05:29;Penjual
381716043617a6cd1650861031628108;Menerima barang;28/10/2021 05:30;Pembeli
381716043617a6cd1650861031628108;Ajukan komplain;28/10/2021 05:30;Pembeli
381716043617a6cd1650861031628108;Mengajukan pengembalian barang;28/10/2021 05:30;Pembeli
381716043617a6cd1650861031628108;Mengisi detail ajuan;28/10/2021 05:30;Pembeli
381716043617a6cd1650861031628108;Melakukan pengembalian barang;28/10/2021 05:30;Pembeli
381716043617a6cd1650861031628108;invisible task 3;28/10/2021 05:30;Pembeli
515318446617a6d04169d55052284751;Memilih produk;28/10/2021 05:31;Pembeli
515318446617a6d04169d55052284751;Masukkan keranjang.;28/10/2021 05:31;Pembeli
515318446617a6d04169d55052284751;Beli barang.;28/10/2021 05:31;Pembeli
515318446617a6d04169d55052284751;Pilih alamat;28/10/2021 05:31;Pembeli
515318446617a6d04169d55052284751;Pilih kurir;28/10/2021 05:31;Pembeli
515318446617a6d04169d55052284751;Invisible task;28/10/2021 05:31;Pembeli
515318446617a6d04169d55052284751;Pilih pembayaran;28/10/2021 05:31;Pembeli
515318446617a6d04169d55052284751;Tukar point;28/10/2021 05:32;Pembeli
515318446617a6d04169d55052284751;invisible task 1;28/10/2021 05:32;Pembeli
515318446617a6d04169d55052284751;Bayar menggunakan Ovo;28/10/2021 05:32;Pembeli
515318446617a6d04169d55052284751;invisible task 2;28/10/2021 05:32;Pembeli
515318446617a6d04169d55052284751;Konfirmasi pembayaran;28/10/2021 05:32;Pembeli
515318446617a6d04169d55052284751;Transaksi diproses;28/10/2021 05:32;Penjual
515318446617a6d04169d55052284751;Menginput resi;28/10/2021 05:33;Penjual
515318446617a6d04169d55052284751;Menerima barang;28/10/2021 05:33;Pembeli
515318446617a6d04169d55052284751;Memberi Ulasan;28/10/2021 05:33;Pembeli
515318446617a6d04169d55052284751;invisible task 3;28/10/2021 05:33;Pembeli
429486380617a6e84761d87096360512;Memilih produk;28/10/2021 05:34;Pembeli
429486380617a6e84761d87096360512;Masukkan keranjang.;28/10/2021 05:34;Pembeli
429486380617a6e84761d87096360512;Beli barang.;28/10/2021 05:34;Pembeli
429486380617a6e84761d87096360512;Pilih alamat;28/10/2021 05:34;Pembeli
429486380617a6e84761d87096360512;Pilih kurir;28/10/2021 05:34;Pembeli
429486380617a6e84761d87096360512;Invisible task;28/10/2021 05:34;Pembeli
429486380617a6e84761d87096360512;Pilih pembayaran;28/10/2021 05:34;Pembeli
429486380617a6e84761d87096360512;Tukar point;28/10/2021 05:34;Pembeli
429486380617a6e84761d87096360512;invisible task 1;28/10/2021 05:35;Pembeli
429486380617a6e84761d87096360512;Bayar menggunakan Ovo;28/10/2021 05:35;Pembeli
429486380617a6e84761d87096360512;invisible task 2;28/10/2021 05:35;Pembeli
429486380617a6e84761d87096360512;Konfirmasi pembayaran;28/10/2021 05:35;Pembeli
429486380617a6e84761d87096360512;Transaksi diproses;28/10/2021 05:35;Penjual
429486380617a6e84761d87096360512;Menginput resi;28/10/2021 05:35;Penjual
429486380617a6e84761d87096360512;Menerima barang;28/10/2021 05:35;Pembeli
429486380617a6e84761d87096360512;Ajukan komplain;28/10/2021 05:36;Pembeli
429486380617a6e84761d87096360512;Mengajukan pengembalian dana;28/10/2021 05:36;Pembeli
429486380617a6e84761d87096360512;Mengisi detail ajuan;28/10/2021 05:36;Pembeli
429486380617a6e84761d87096360512;Menerima pengembalian dana;28/10/2021 05:36;Pembeli
429486380617a6e84761d87096360512;invisible task 3;28/10/2021 05:36;Pembeli
906589684617a6f79572517065429148;Memilih produk;28/10/2021 05:38;Pembeli
906589684617a6f79572517065429148;Masukkan keranjang.;28/10/2021 05:38;Pembeli
906589684617a6f79572517065429148;Beli barang.;28/10/2021 05:38;Pembeli
906589684617a6f79572517065429148;Pilih alamat;28/10/2021 05:38;Pembeli
906589684617a6f79572517065429148;Pilih kurir;28/10/2021 05:40;Pembeli
906589684617a6f79572517065429148;Invisible task;28/10/2021 05:40;Pembeli
906589684617a6f79572517065429148;Pilih pembayaran;28/10/2021 05:40;Pembeli
906589684617a6f79572517065429148;Tukar point;28/10/2021 05:40;Pembeli
906589684617a6f79572517065429148;invisible task 1;28/10/2021 05:40;Pembeli
906589684617a6f79572517065429148;Bayar menggunakan Ovo;28/10/2021 05:40;Pembeli
906589684617a6f79572517065429148;invisible task 2;28/10/2021 05:40;Pembeli
906589684617a6f79572517065429148;Konfirmasi pembayaran;28/10/2021 05:40;Pembeli
906589684617a6f79572517065429148;Transaksi diproses;28/10/2021 05:41;Penjual
906589684617a6f79572517065429148;Menginput resi;28/10/2021 05:41;Penjual
906589684617a6f79572517065429148;Menerima barang;28/10/2021 05:41;Pembeli
906589684617a6f79572517065429148;Ajukan komplain;28/10/2021 05:41;Pembeli
906589684617a6f79572517065429148;Mengajukan pengembalian barang;28/10/2021 05:42;Pembeli
906589684617a6f79572517065429148;Mengisi detail ajuan;28/10/2021 05:42;Pembeli
906589684617a6f79572517065429148;Melakukan pengembalian barang;28/10/2021 05:42;Pembeli
906589684617a6f79572517065429148;invisible task 3;28/10/2021 05:42;Pembeli
821575061617a708c6a8045011883685;Memilih produk;28/10/2021 05:42;Pembeli
821575061617a708c6a8045011883685;Masukkan keranjang.;28/10/2021 05:42;Pembeli
821575061617a708c6a8045011883685;Beli barang.;28/10/2021 05:43;Pembeli
821575061617a708c6a8045011883685;Pilih alamat;28/10/2021 05:43;Pembeli
821575061617a708c6a8045011883685;Pilih kurir;28/10/2021 05:43;Pembeli
821575061617a708c6a8045011883685;Invisible task;28/10/2021 05:43;Pembeli
821575061617a708c6a8045011883685;Pilih pembayaran;28/10/2021 05:43;Pembeli
821575061617a708c6a8045011883685;Tukar point;28/10/2021 05:43;Pembeli
821575061617a708c6a8045011883685;invisible task 1;28/10/2021 05:43;Pembeli
821575061617a708c6a8045011883685;Bayar menggunakan COD;28/10/2021 05:44;Pembeli
821575061617a708c6a8045011883685;invisible task 2;28/10/2021 05:44;Pembeli
821575061617a708c6a8045011883685;Konfirmasi pembayaran;28/10/2021 05:44;Pembeli
821575061617a708c6a8045011883685;Transaksi diproses;28/10/2021 05:44;Penjual
821575061617a708c6a8045011883685;Menginput resi;28/10/2021 05:44;Penjual
821575061617a708c6a8045011883685;Menerima barang;28/10/2021 05:45;Pembeli
821575061617a708c6a8045011883685;Memberi Ulasan;28/10/2021 05:45;Pembeli
821575061617a708c6a8045011883685;invisible task 3;28/10/2021 05:45;Pembeli
452315961617a7144127ad0076039394;Memilih produk;28/10/2021 05:45;Pembeli
452315961617a7144127ad0076039394;Masukkan keranjang.;28/10/2021 05:45;Pembeli
452315961617a7144127ad0076039394;Beli barang.;28/10/2021 05:45;Pembeli
452315961617a7144127ad0076039394;Pilih alamat;28/10/2021 05:46;Pembeli
452315961617a7144127ad0076039394;Pilih kurir;28/10/2021 05:46;Pembeli
452315961617a7144127ad0076039394;Invisible task;28/10/2021 05:46;Pembeli
452315961617a7144127ad0076039394;Pilih pembayaran;28/10/2021 05:46;Pembeli
452315961617a7144127ad0076039394;Tukar point;28/10/2021 05:46;Pembeli
452315961617a7144127ad0076039394;invisible task 1;28/10/2021 05:46;Pembeli
452315961617a7144127ad0076039394;Bayar menggunakan COD;28/10/2021 05:46;Pembeli
452315961617a7144127ad0076039394;invisible task 2;28/10/2021 05:46;Pembeli
452315961617a7144127ad0076039394;Konfirmasi pembayaran;28/10/2021 05:46;Pembeli
452315961617a7144127ad0076039394;Transaksi diproses;28/10/2021 05:46;Penjual
452315961617a7144127ad0076039394;Menginput resi;28/10/2021 05:47;Penjual
452315961617a7144127ad0076039394;Menerima barang;28/10/2021 05:47;Pembeli
452315961617a7144127ad0076039394;Ajukan komplain;28/10/2021 05:47;Pembeli
452315961617a7144127ad0076039394;Mengajukan pengembalian dana;28/10/2021 05:47;Pembeli
452315961617a7144127ad0076039394;Mengisi detail ajuan;28/10/2021 05:47;Pembeli
452315961617a7144127ad0076039394;Menerima pengembalian dana;28/10/2021 05:47;Pembeli
452315961617a7144127ad0076039394;invisible task 3;28/10/2021 05:47;Pembeli
826453495617a725f08d484047147156;Memilih produk;28/10/2021 05:50;Pembeli
826453495617a725f08d484047147156;Masukkan keranjang.;28/10/2021 05:50;Pembeli
826453495617a725f08d484047147156;Beli barang.;28/10/2021 05:50;Pembeli
826453495617a725f08d484047147156;Pilih alamat;28/10/2021 05:50;Pembeli
826453495617a725f08d484047147156;Pilih kurir;28/10/2021 05:50;Pembeli
826453495617a725f08d484047147156;Invisible task;28/10/2021 05:50;Pembeli
826453495617a725f08d484047147156;Pilih pembayaran;28/10/2021 05:51;Pembeli
826453495617a725f08d484047147156;Tukar point;28/10/2021 05:51;Pembeli
826453495617a725f08d484047147156;invisible task 1;28/10/2021 05:51;Pembeli
826453495617a725f08d484047147156;Bayar menggunakan COD;28/10/2021 05:51;Pembeli
826453495617a725f08d484047147156;invisible task 2;28/10/2021 05:51;Pembeli
826453495617a725f08d484047147156;Konfirmasi pembayaran;28/10/2021 05:51;Pembeli
826453495617a725f08d484047147156;Transaksi diproses;28/10/2021 05:51;Penjual
826453495617a725f08d484047147156;Menginput resi;28/10/2021 05:51;Penjual
826453495617a725f08d484047147156;Menerima barang;28/10/2021 05:52;Pembeli
826453495617a725f08d484047147156;Ajukan komplain;28/10/2021 05:52;Pembeli
826453495617a725f08d484047147156;Mengajukan pengembalian barang;28/10/2021 05:52;Pembeli
826453495617a725f08d484047147156;Mengisi detail ajuan;28/10/2021 05:52;Pembeli
826453495617a725f08d484047147156;Melakukan pengembalian barang;28/10/2021 05:52;Pembeli
826453495617a725f08d484047147156;invisible task 3;28/10/2021 05:52;Pembeli
661689808617a737c170358074137683;Memilih produk;28/10/2021 05:55;Pembeli
661689808617a737c170358074137683;Masukkan keranjang.;28/10/2021 05:55;Pembeli
661689808617a737c170358074137683;Beli barang.;28/10/2021 05:55;Pembeli
661689808617a737c170358074137683;Pilih alamat;28/10/2021 05:55;Pembeli
661689808617a737c170358074137683;Pilih kurir;28/10/2021 05:55;Pembeli
661689808617a737c170358074137683;Invisible task;28/10/2021 05:56;Pembeli
661689808617a737c170358074137683;Pilih pembayaran;28/10/2021 05:56;Pembeli
661689808617a737c170358074137683;Tukar point;28/10/2021 05:56;Pembeli
661689808617a737c170358074137683;invisible task 1;28/10/2021 05:56;Pembeli
661689808617a737c170358074137683;Bayar menggunakan Kartu Debit;28/10/2021 05:56;Pembeli
661689808617a737c170358074137683;invisible task 2;28/10/2021 05:56;Pembeli
661689808617a737c170358074137683;Konfirmasi pembayaran;28/10/2021 05:56;Pembeli
661689808617a737c170358074137683;Transaksi diproses;28/10/2021 05:56;Penjual
661689808617a737c170358074137683;Menginput resi;28/10/2021 05:56;Penjual
661689808617a737c170358074137683;Menerima barang;28/10/2021 05:57;Pembeli
661689808617a737c170358074137683;Memberi Ulasan;28/10/2021 05:57;Pembeli
661689808617a737c170358074137683;invisible task 3;28/10/2021 05:57;Pembeli
609599853617a740bcce6e5030396549;Memilih produk;28/10/2021 05:57;Pembeli
609599853617a740bcce6e5030396549;Masukkan keranjang.;28/10/2021 05:57;Pembeli
609599853617a740bcce6e5030396549;Beli barang.;28/10/2021 05:57;Pembeli
609599853617a740bcce6e5030396549;Pilih alamat;28/10/2021 05:57;Pembeli
609599853617a740bcce6e5030396549;Pilih kurir;28/10/2021 05:58;Pembeli
609599853617a740bcce6e5030396549;Invisible task;28/10/2021 05:58;Pembeli
609599853617a740bcce6e5030396549;Pilih pembayaran;28/10/2021 05:58;Pembeli
609599853617a740bcce6e5030396549;Tukar point;28/10/2021 05:58;Pembeli
609599853617a740bcce6e5030396549;invisible task 1;28/10/2021 05:58;Pembeli
609599853617a740bcce6e5030396549;Bayar menggunakan Kartu Debit;28/10/2021 05:58;Pembeli
609599853617a740bcce6e5030396549;invisible task 2;28/10/2021 05:58;Pembeli
609599853617a740bcce6e5030396549;Konfirmasi pembayaran;28/10/2021 05:58;Pembeli
609599853617a740bcce6e5030396549;Transaksi diproses;28/10/2021 05:59;Penjual
609599853617a740bcce6e5030396549;Menginput resi;28/10/2021 05:59;Penjual
609599853617a740bcce6e5030396549;Menerima barang;28/10/2021 06:00;Pembeli
609599853617a740bcce6e5030396549;Ajukan komplain;28/10/2021 06:01;Pembeli
609599853617a740bcce6e5030396549;Mengajukan pengembalian dana;28/10/2021 06:01;Pembeli
609599853617a740bcce6e5030396549;Mengisi detail ajuan;28/10/2021 06:01;Pembeli
609599853617a740bcce6e5030396549;Menerima pengembalian dana;28/10/2021 06:02;Pembeli
609599853617a740bcce6e5030396549;invisible task 3;28/10/2021 06:02;Pembeli
966170879617a75cef3d7e6044263233;Memilih produk;28/10/2021 06:05;Pembeli
966170879617a75cef3d7e6044263233;Masukkan keranjang.;28/10/2021 06:06;Pembeli
966170879617a75cef3d7e6044263233;Beli barang.;28/10/2021 06:06;Pembeli
966170879617a75cef3d7e6044263233;Pilih alamat;28/10/2021 06:06;Pembeli
966170879617a75cef3d7e6044263233;Pilih kurir;28/10/2021 06:06;Pembeli
966170879617a75cef3d7e6044263233;Invisible task;28/10/2021 06:06;Pembeli
966170879617a75cef3d7e6044263233;Pilih pembayaran;28/10/2021 06:06;Pembeli
966170879617a75cef3d7e6044263233;Tukar point;28/10/2021 06:07;Pembeli
966170879617a75cef3d7e6044263233;invisible task 1;28/10/2021 06:07;Pembeli
966170879617a75cef3d7e6044263233;Bayar menggunakan Kartu Debit;28/10/2021 06:07;Pembeli
966170879617a75cef3d7e6044263233;invisible task 2;28/10/2021 06:07;Pembeli
966170879617a75cef3d7e6044263233;Konfirmasi pembayaran;28/10/2021 06:07;Pembeli
966170879617a75cef3d7e6044263233;Transaksi diproses;28/10/2021 06:07;Penjual
966170879617a75cef3d7e6044263233;Menginput resi;28/10/2021 06:07;Penjual
966170879617a75cef3d7e6044263233;Menerima barang;28/10/2021 06:08;Pembeli
966170879617a75cef3d7e6044263233;Ajukan komplain;28/10/2021 06:08;Pembeli
966170879617a75cef3d7e6044263233;Mengajukan pengembalian barang;28/10/2021 06:08;Pembeli
966170879617a75cef3d7e6044263233;Mengisi detail ajuan;28/10/2021 06:09;Pembeli
966170879617a75cef3d7e6044263233;Melakukan pengembalian barang;28/10/2021 06:09;Pembeli
966170879617a75cef3d7e6044263233;invisible task 3;28/10/2021 06:09;Pembeli
434306896617a77fdb50738083432941;Memilih produk;28/10/2021 06:14;Pembeli
434306896617a77fdb50738083432941;Masukkan keranjang.;28/10/2021 06:14;Pembeli
434306896617a77fdb50738083432941;Beli barang.;28/10/2021 06:14;Pembeli
434306896617a77fdb50738083432941;Pilih alamat;28/10/2021 06:14;Pembeli
434306896617a77fdb50738083432941;Pilih kurir;28/10/2021 06:14;Pembeli
434306896617a77fdb50738083432941;Invisible task;28/10/2021 06:15;Pembeli
